species,DateOfObs,method,observer,AliveorDea,DOR,air_temp_f,sub_temp_f,body_temp_,pit,pit_id,weight_g,length_cm,sex,age,recapture,num_subcau,num_rattle,SFD,DNA,notes,,
Great Basin Rattlesnake,5/3/2022 19:02,DenCheck,TS,alive,no,0,0,0,yes,3D6.1533E8C18E,13,23.6,male,YOY,no,21,1,no,no,Painted rattle green,,
Great Basin Rattlesnake,5/3/2022 19:11,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106D0,178,68.1,female,Adult,no,17,2,no,yes,Found west wood hollow painted bottom rattle green,,
Great Basin Rattlesnake,5/5/2022 22:58,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C19B,11,27.1,male,YOY,no,21,1,no,no,Painted button green ,,
Great Basin Rattlesnake,5/9/2022 15:09,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C1BB,11,25.6,male,YOY,no,25,1,no,no,Painted button green ,,
Great Basin Rattlesnake,5/9/2022 15:21,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1070B,410,81.8,male,Adult,no,24,10,no,yes,Painted bottom rattle green ,,
Great Basin Rattlesnake,5/9/2022 15:37,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106E2,652,92.2,male,Adult,no,22,8,no,yes,Painted bottom rattle green ,,
Great Basin Rattlesnake,5/9/2022 16:45,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106F4,142,60.5,male,Adult,no,23,5,no,yes,Painted bottom rattle green ,,
Great Basin Rattlesnake,5/9/2022 16:58,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10618,271,81.3,female,Adult,yes,20,5,no,no,Painted bottom rattle green. Transmittered snake 672,,
Great Basin Rattlesnake,5/9/2022 17:20,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106D2,144,60.8,male,Adult,no,23,8,no,yes,Painted bottom rattle green ,,
Great Basin Rattlesnake,5/9/2022 17:36,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106C3,253,78.1,male,Adult,no,23,5,no,yes,Painted bottom rattle green ,,
Great Basin Rattlesnake,5/9/2022 17:48,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106C9,313,76.8,male,Adult,no,24,4,no,yes,Painted bottom rattle green ,,
Great Basin Rattlesnake,5/9/2022 18:00,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1D59804817,343,79.1,male,Adult,yes,21,9,no,yes,Painted bottom rattle green. Transmittered snake 381,,
Great Basin Rattlesnake,5/10/2022 21:36,DenCheck,TS,alive,no,0,0,0,yes,3D6.1533E8C1AC,34,34.5,female,Juv,no,15,1,no,no,Painted rattle green,,
Great Basin Rattlesnake,5/10/2022 21:43,DenCheck,TS,alive,no,0,0,0,yes,3D6.1533EC8C197,313,79.4,male,Adult,no,24,7,no,yes,Painted bottom rattle green,,
Great Basin Rattlesnake,5/10/2022 21:52,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA10706,216,68.2,female,Adult,no,18,7,no,yes,Painted bottom rattle green,,
Great Basin Rattlesnake,5/31/2022 23:25,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106FC,142,68.3,female,Adult,no,17,2,no,yes,Painted bottom rattle green ,,
Great Basin Rattlesnake,9/15/2022 21:47,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106A3,293,68.4,male,Adult,no,25,6,no,yes,Pained rattle tan,,
Great Basin Rattlesnake,9/15/2022 22:06,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA10678,382,75.4,male,Adult,no,24,9,no,yes,Painted rattle tan ,,
Great Basin Rattlesnake,9/15/2022 15:02,DenCheck,GO,alive,no,0,0,0,yes,3D9.1A4FA10665,405,74.8,male,Adult,no,23,6,no,yes,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/20/2022 15:20,DenCheck,GO,alive,no,0,0,0,yes,3D9.1A4FA106AA,307,72.4,male,Adult,no,22,8,no,yes,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/15/2022 15:36,DenCheck,GO,alive,no,0,0,0,yes,3D9.1A4FA10689,298,62.3,female,Adult,no,17,4,no,yes,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/15/2022 15:54,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA10659,288,65.9,male,Adult,no,23,8,no,yes,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/20/2022 16:08,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA10657,233,65.8,male,Adult,no,23,4,no,yes,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/20/2022 19:10,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106B5,356,63.9,female,Adult,no,18,6,no,yes,"Will likely be pregnant next year, painted bottom rattle tan",,
Great Basin Rattlesnake,9/20/2022 19:22,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106E6,99,47.3,male,Juv,no,26,3,no,yes,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 19:32,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106D4,636,84.8,male,Adult,no,23,5,no,yes,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 19:44,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106BB,566,85.3,male,Adult,no,21,7,no,yes,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 19:51,DenCheck,TS,alive,no,0,0,0,yes,3D6.1533E8C199,591,80.8,male,Adult,yes,22,7,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 20:00,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4F106C8,439,78.6,male,Adult,no,24,11,no,yes,Painte dbottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 20:08,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA10701,330,71.1,female,Adult,no,19,2,no,yes,"Will be pregnant next year, painted bottom rattle tan",,
Great Basin Rattlesnake,9/26/2022 20:17,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106D6,313,62.1,male,Adult,no,24,7,no,yes,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 20:26,DenCheck,TS,alive,no,0,0,0,yes,3D6.1533E8C186,74,41.3,female,YOY,no,15,2,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 20:36,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA105FF,544,85.9,male,Adult,yes,22,4,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 20:41,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA10713,479,81.8,male,Adult,no,22,5,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 20:49,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106E5,617,90.6,male,Adult,no,21,7,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 20:56,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106FD,589,83.2,male,Adult,no,24,5,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 21:04,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106D,473,83.5,male,Adult,yes,24,6,no,no,"Painted bottom rattle tan, 3rd rattle up was painted green already.",,
Great Basin Rattlesnake,9/26/2022 21:14,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA10633,311,69.9,female,Adult,no,17,6,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 21:26,DenCheck,TS,alive,no,0,0,0,yes,3D6.1533E8C19A,56,42.9,female,YOY,no,17,3,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 21:36,DenCheck,TS,alive,no,0,0,0,yes,3D6.1533E8C182,131,58.9,female,Adult,no,18,6,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/26/2022 21:43,DenCheck,TS,alive,no,0,0,0,yes,3D6.1533E8C179,263,61.6,female,Adult,no,18,8,no,no,"Will be pregnant next year, painted bottom rattle yellow",,
Great Basin Rattlesnake,9/26/2022 21:51,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA1060A,277,65,female,Adult,no,15,8,no,no,"Will be pregnant next year, painted bottom rattle tan",,
Great Basin Rattlesnake,9/26/2022 22:01,DenCheck,TS,alive,no,0,0,0,yes,3D6.1533E8C192,120,52.2,male,Juv,no,21,4,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/29/2022 21:36,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10669,372,67.9,female,Adult,no,19,5,no,no,Painted bott rattle tan,,
Great Basin Rattlesnake,9/29/2022 21:46,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1067E,427,76.8,female,Adult,no,18,8,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/29/2022 22:01,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1068C,356,71.8,male,Adult,no,24,9,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,9/29/2022 22:21,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10698,445,82.2,male,Adult,no,26,8,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,9/29/2022 22:31,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106C2,565,84.4,male,Adult,yes,24,5,no,no,Rattle previous painted green third rattle from bottom. Bottom rattle painted tan ,,
Great Basin Rattlesnake,9/29/2022 22:39,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10686,344,72.9,male,Adult,no,24,8,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,9/29/2022 22:53,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106AE,300,61.2,female,Adult,no,19,3,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,9/29/2022 23:01,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C0F0,77,42.9,female,YOY,no,21,2,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/3/2022 22:23,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106A2,248,65.1,female,Adult,no,20,6,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,10/3/2022 22:33,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1065F,85,48.5,female,Juv,no,17,3,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,10/3/2022 22:46,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1070E,472,70.6,female,Adult,yes,18,7,no,no,Painted bottom rattle tan. 2 rattle right above tan pained green ,,
Great Basin Rattlesnake,10/4/2022 22:56,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1D59804833,473,83,male,Adult,yes,25,10,no,no,Pancake. Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/3/2022 23:05,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1066E,370,69,female,Adult,no,18,2,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/3/2022 23:15,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10655,361,71.5,male,Adult,no,24,8,no,no,Painted bottom rattle tan. Missing only button ,,
Great Basin Rattlesnake,10/3/2022 23:24,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10662,353,65.8,female,Adult,no,18,6,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/3/2022 23:33,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1069A,270,69,male,Adult,no,23,9,no,no,,,
Great Basin Rattlesnake,10/3/2022 23:49,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA105F5,624,87.2,male,Adult,yes,23,7,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/3/2022 23:58,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1068E,404,78.5,male,Adult,no,23,8,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/4/2022 0:08,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106F3,482,87.2,male,Adult,yes,23,9,no,no,Third rattle from bottom painted green already. Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/4/2022 0:17,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1064E,461,82.9,male,Adult,no,25,7,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/4/2022 0:27,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1065A,215,63.6,female,Adult,no,19,7,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/4/2022 0:35,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C1C0,90,49.9,female,YOY,no,18,3,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/4/2022 0:48,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C0F8,77,43.9,female,YOY,no,20,3,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/4/2022 21:11,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA105EC,261,71,male,Adult,no,23,2,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/4/2022 21:22,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1060E,78,48.1,male,Juv,no,22,3,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/5/2022 21:44,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106CE,380,72.8,male,Adult,yes,22,9,no,no,Third rattle from bottom previously painted green.  Bottom rattle painted tan,,
Great Basin Rattlesnake,10/5/2022 21:52,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA105FC,161,57.7,male,Adult,no,23,5,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/5/2022 22:01,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1063E,278,66.7,female,Adult,yes,17,4,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/5/2022 22:18,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10611,71,47,female,YOY,no,18,3,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/5/2022 22:31,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C141,84,48.7,male,YOY,no,24,3,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/6/2022 20:10,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10696,198,58.5,female,Adult,no,18,6,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,10/11/2022 20:23,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106B0,394,83,male,Adult,no,23,8,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,10/11/2022 20:39,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C197,387,82.4,male,Adult,yes,24,8,no,no,Painted bottom rattle tan. Transmitted snake 159.869,,
Great Basin Rattlesnake,10/11/2022 20:55,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA105EA,394,91.4,male,Adult,yes,24,9,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/11/2022 21:05,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1069E,100,49.8,male,Juv,no,23,2,no,no,Missing just the button from rattle. Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/13/2022 15:12,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10656,317,69.1,male,Adult,no,23,6,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,10/13/2022 15:23,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1067A,297,60.1,female,Adult,no,17,7,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,10/13/2022 15:33,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C0EC,50,40.1,female,Juv,no,20,3,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/13/2022 15:44,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C0A8,58,38.5,male,Juv,no,23,2,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/17/2022 15:09,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106B4,263,64.1,female,Adult,yes,19,6,no,no,Third rattle from bottom previously painted green. Painted bottom rattle tan,,
Great Basin Rattlesnake,10/17/2022 15:18,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C0CF,83,49.3,female,Juv,no,18,3,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/17/2022 15:27,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C0C8,113,50.7,male,Juv,no,22,3,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/18/2022 17:19,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1070B,529,82.4,male,Adult,yes,23,11,no,no,Transmittered snake. Third rattle from bottom previously painted green. Painted bottom rattle tan,,
Great Basin Rattlesnake,10/18/2022 17:31,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10690,436,79.7,male,Adult,no,24,6,no,no,Painted bottom rattle tan,,
Great Basin Rattlesnake,10/18/2022 17:42,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1D59A00D3E,254,66.9,male,Adult,yes,22,7,no,no,Third rattle from bottom previously painted green. Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/18/2022 17:51,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10695,311,75.7,male,Adult,yes,23,6,yes,no,Transmittered snake. Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/18/2022 18:03,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1066C,492,84.3,male,Adult,no,22,8,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/18/2022 18:13,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C0E3,16,27.1,female,neonate,no,16,1,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/19/2022 22:25,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C0D7,62,43.1,male,Juv,no,24,3,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/19/2022 22:34,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C0F2,58,45.8,male,Juv,no,25,3,no,no,Painted bottom rattle tan ,,
Great Basin Rattlesnake,10/20/2022 21:39,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C183,379,69.5,female,Adult,yes,18,8,no,no,Second rattle from bottom previously painted green. Painted bottom rattle tan ,,
Great Basin Rattlesnake,4/28/2023 22:21,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1065C,318,65.8,female,Adult,no,21,7,no,no,Painted rattle green. 10.8mm recent rattle ,,
Great Basin Rattlesnake,4/28/2023 22:36,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10695,304,75.8,male,Adult,yes,24,6,no,no,Recent segment painted tan from last fall. Painted green over it. 12.3 rattle width,,
Great Basin Rattlesnake,4/28/2023 22:47,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10639,379,72.9,female,Adult,yes,20,4,no,no,Painted bottom rattle green. 12.1 rattle width ,,
Great Basin Rattlesnake,4/28/2023 22:57,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106F0,233,64.9,female,Adult,yes,22,6,no,no,Painted bottom rattle green. 10.6 width. Follicles well developed ,,
Great Basin Rattlesnake,5/1/2023 23:07,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C197,378,81.2,male,Adult,yes,24,8,no,no,Green and brown rattle. Green paint on third rattle from end. She’d twice last year. Pained green over tan 13.3 width ,,
Great Basin Rattlesnake,5/1/2023 23:15,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1065E,52,40.8,male,Juv,no,20,2,no,no,Painted bottom rattle green. 6.1 width ,,
Great Basin Rattlesnake,5/2/2023 17:12,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106B1,337,71,male,Adult,yes,23,7,no,no,Gained 2 rattle segments previous year,,
Great Basin Rattlesnake,5/2/2023 17:21,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106E3,217,60.3,female,Adult,yes,16,8,no,no,Shed once last season ,,
Great Basin Rattlesnake,5/2/2023 17:30,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106D9,298,63.9,female,Adult,yes,19,7,no,no,Shed once previous season,,
Great Basin Rattlesnake,5/2/2023 17:36,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA1066F,283,65.9,female,Adult,no,18,5,no,yes,,,
Great Basin Rattlesnake,5/2/2023 17:53,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA10658,293,68.4,female,Adult,no,20,8,no,yes,,,
Great Basin Rattlesnake,5/2/2023 18:05,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106FA,291,72.1,male,Adult,yes,24,8,no,no,Shed twice last season,,
Great Basin Rattlesnake,5/2/2023 18:12,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA10692,321,68,female,Adult,no,17,3,no,yes,,,
Great Basin Rattlesnake,5/2/2023 18:21,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106F3,458,87.8,male,Adult,yes,23,8,no,no,Shed twice previous season,,
Great Basin Rattlesnake,5/2/2023 18:26,DenCheck,TS,alive,no,0,0,0,yes,3D6.1D59804827,299,64.7,female,Adult,yes,18,10,no,no,,,
Great Basin Rattlesnake,5/2/2023 18:34,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA1066E,355,67.9,female,Adult,yes,17,2,no,yes,,,
Great Basin Rattlesnake,5/2/2023 18:45,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106B8,401,74.9,male,Adult,yes,24,8,no,no,Shed twice previous season,,
Great Basin Rattlesnake,5/2/2023 18:50,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA1064E,435,83.1,male,Adult,yes,25,7,no,yes,,,
Great Basin Rattlesnake,5/2/2023 18:56,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106DA,403,80,male,Adult,yes,25,6,no,no,Shed twice last season,,
Great Basin Rattlesnake,5/2/2023 19:02,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106AD,353,68.6,female,Adult,no,18,10,no,yes,,,
Great Basin Rattlesnake,5/2/2023 19:10,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA10676,358,69.1,female,Adult,no,19,9,no,yes,,,
Great Basin Rattlesnake,5/2/2023 19:35,DenCheck,TS,alive,no,0,0,0,yes,3DD.003D45019F,390,77.8,male,Adult,yes,22,13,no,no,,,
Great Basin Rattlesnake,5/2/2023 19:44,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106C8,433,81.9,male,Adult,yes,24,11,no,no,,,
Great Basin Rattlesnake,5/2/2023 19:51,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA1064C,413,77.9,female,Adult,no,20,4,no,yes,,,
Great Basin Rattlesnake,5/2/2023 19:59,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA10701,305,71,female,Adult,yes,20,2,no,no,,,
Great Basin Rattlesnake,5/2/2023 20:05,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106AF,88,50.7,male,Juv,no,24,3,no,no,,,
Great Basin Rattlesnake,5/2/2023 20:11,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA10691,64,42.6,male,Juv,no,25,3,no,no,,,
Great Basin Rattlesnake,5/3/2023 15:18,DenCheck,CF,alive,no,0,0,0,yes,3D9.1A4FA10698,407,87.9,male,Adult,yes,26,8,no,no,,,
Great Basin Rattlesnake,5/3/2023 15:59,DenCheck,CF,alive,no,0,0,0,yes,3D9.1A4FA10693,323,66,female,Adult,no,19,5,no,yes,,,
Great Basin Rattlesnake,5/3/2023 16:23,DenCheck,CF,alive,no,0,0,0,yes,3D9.1A4FA10666,284,72.3,male,Adult,no,24,8,no,yes,,,
Great Basin Rattlesnake,5/3/2023 16:42,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106CE,359,71.9,male,Adult,yes,22,10,no,no,,,
Great Basin Rattlesnake,5/3/2023 17:02,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA10682,259,70.2,male,Adult,no,23,6,no,yes,,,
Great Basin Rattlesnake,5/3/2023 17:27,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1069D,287,76.1,male,Adult,yes,21,11,no,no,Shed twice last season. Third rattle still has green paint ,,
Great Basin Rattlesnake,5/3/2023 17:56,DenCheck,CF,alive,no,0,0,0,yes,3D9.1A4FA10686,331,78.8,male,Adult,yes,24,8,no,no,,,
Great Basin Rattlesnake,5/3/2023 18:11,DenCheck,CF,alive,no,0,0,0,yes,3D9.1A4FA1067A,292,62.2,female,Adult,yes,18,7,no,no,,,
Great Basin Rattlesnake,5/3/2023 18:21,DenCheck,CF,alive,no,0,0,0,yes,3D9.1A4FA1065B,231,63.8,male,Adult,no,21,7,no,yes,,,
Great Basin Rattlesnake,5/3/2023 18:30,DenCheck,CF,alive,no,0,0,0,yes,3D9.1A4FA1060D,327,72.4,female,Adult,yes,17,7,no,no,,,
Great Basin Rattlesnake,5/3/2023 18:44,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA1065B,84,51.3,female,Juv,no,20,4,no,no,,,
Great Basin Rattlesnake,5/3/2023 18:55,DenCheck,CF,alive,no,0,0,0,yes,3D9.1A4FA106AC,54,42.8,female,Juv,no,19,2,no,no,,,
Great Basin Rattlesnake,5/3/2023 22:43,DenCheck,CF,alive,no,0,0,0,yes,3D9.1A4FA10680,209,63.9,male,Adult,no,24,9,no,yes,,,
Great Basin Rattlesnake,5/3/2023 22:51,DenCheck,CF,alive,no,0,0,0,yes,3D6.1D59A00D2C,360,77.7,male,Adult,yes,22,10,no,yes,,,
Great Basin Rattlesnake,5/10/2023 14:40,DenCheck,cf,alive,no,0,0,0,yes,3D9.1A4FA10618,411,79.7,female,Adult,yes,20,6,no,no,One shed last year. Transmitter 148.979,,
Great Basin Rattlesnake,5/10/2023 14:57,DenCheck,cf,alive,no,0,0,0,yes,3D9.1A4FA1070B,507,82.7,male,Adult,yes,23,11,no,no,shed twice last year. transmitter 159.432,,
Great Basin Rattlesnake,5/10/2023 15:08,DenCheck,cf,alive,no,0,0,0,yes,3D9.1A4FA106E2,663,95.3,male,Adult,yes,22,7,no,no,shed twice last year. transmitter 159.763,,
Great Basin Rattlesnake,5/10/2023 22:55,DenCheck,Cf,alive,no,0,0,0,yes,3D6.1533E8C19C,275,65.2,female,Adult,yes,18,6,no,no,Shed once last season,,
Great Basin Rattlesnake,5/18/2023 15:25,DenCheck,Cf,alive,no,0,0,0,yes,3D9.1A4FA106AB,264,63,female,Adult,no,16,5,no,yes,,,
Great Basin Rattlesnake,5/16/2023 20:05,DenCheck,CF,alive,no,0,0,0,yes,3D9.1A4FA106D0,349,70.5,female,Adult,yes,16,3,no,no,"Shed once last season, replacing 1 yr transmitter with new 1 yr transmitter",,
Great Basin Rattlesnake,6/20/2023 21:46,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106B1,377,78.7,male,Adult,yes,23,8,no,no,Transmitter surgery,,
Great Basin Rattlesnake,6/20/2023 22:54,DenCheck,TS,alive,no,0,0,0,yes,3D9.1A4FA106C7,450,78.9,female,Adult,yes,19,6,no,no,Transmitter surgery 5g transmitter,,
